Location,Machine,Product,Category,Trans_Date,Payment_Type,Item_Price,Quantity,Trans_Total
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Poland Springs Water,Water,2022-04-10,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Water,2022-04-10,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Bai Antioxidant - Kupang strawberry kiwi,Non Carbonated,2022-04-10,Cash,2.75,1,2.75
EB Public Library,EB Public Library x1380,Belvita Snack Packs - Blueberry,Food,2022-04-10,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Coca Cola - Zero Sugar,Carbonated,2022-04-11,Credit,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,2022-04-11,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Peach Tea,Non Carbonated,2022-04-11,Credit,2.5,1,2.5
Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,2022-04-11,Cash,2.0,1,2.0
Brunswick Sq Mall,BSQ Mall x1366 - ATT,CheezIt - Original,Food,2022-04-11,Credit,1.25,1,1.25
Earle Asphalt,Earle Asphalt x1371,Miss Vickie's Potato Chip - Jalapeno,Food,2022-04-11,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,CheezIt - Original,Food,2022-04-11,Credit,1.25,1,1.25
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,2022-04-11,Credit,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,2022-04-11,Cash,2.0,1,2.0
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Poland Springs Water,Water,2022-04-11,Credit,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Snapple Tea - Raspberry,Non Carbonated,2022-04-11,Credit,2.5,1,4.0
GuttenPlans,GuttenPlans x1367,Quaker Caramel Rice Crisps,Food,2022-04-11,Credit,1.5,1,4.0
EB Public Library,EB Public Library x1380,Spindrift - Sparkling Water - Pineapple,Carbonated,2022-04-11,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,RXBAR - Protein Bar - Peanut Butter,Food,2022-04-11,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Miss Vickie's Potato Chip - Lime & Cracked Pe,Food,2022-04-11,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Lemon,Non Carbonated,2022-04-11,Credit,2.5,1,2.5
EB Public Library,EB Public Library x1380,Oreo Mini,Food,2022-04-11,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Oreo Mini,Food,2022-04-11,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,SunChips Multigrain - Salsa,Food,2022-04-11,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Belvita Snack Packs - Chocolate,Food,2022-04-11,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-04-11,Cash,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-04-11,Cash,1.0,1,1.0
EB Public Library,EB Public Library x1380,Lenny & Larrys - SnickerDoodle,Food,2022-04-11,Credit,2.25,1,2.25
EB Public Library,EB Public Library x1380,Genius Keto Bar - Chocolate Dream,Food,2022-04-11,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Pop Corners - Sea Salt,Food,2022-04-11,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Pop Corners - Kettle Corn,Food,2022-04-11,Credit,1.5,1,3.5
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2022-04-11,Credit,2.0,1,3.5
GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Lemon,Non Carbonated,2022-04-11,Credit,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-04-11,Credit,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-04-11,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-04-11,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-04-12,Cash,1.0,1,1.0
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Snapple Diet Tea - Peach Tea,Non Carbonated,2022-04-12,Credit,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2022-04-12,Credit,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Pop Corners - Spicy Queso,Food,2022-04-12,Credit,1.5,1,4.5
GuttenPlans,GuttenPlans x1367,Quaker Caramel Rice Crisps,Food,2022-04-12,Credit,1.5,1,4.5
GuttenPlans,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Food,2022-04-12,Credit,1.5,1,4.5
Earle Asphalt,Earle Asphalt x1371,Miss Vickie's Potato Chip - Smokehouse BBQ,Food,2022-04-12,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,Oreo Mini,Food,2022-04-12,Credit,2.0,1,2.0
EB Public Library,EB Public Library x1380,Keto Krisp - Almond Butter,Carbonated,2022-04-12,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Spindrift - Sparkling Water - Pineapple,Carbonated,2022-04-12,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Bai Antioxidant - Kupang strawberry kiwi,Non Carbonated,2022-04-12,Cash,2.75,1,2.75
EB Public Library,EB Public Library x1380,RXBAR - Protein Bar - Peanut Butter,Food,2022-04-12,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Genius Keto Bar - Chocolate Dream,Food,2022-04-12,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Oreo Mini,Food,2022-04-12,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,SunChips Multigrain - Harvest Cheddar,Food,2022-04-12,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Oreo Mini,Food,2022-04-12,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Oreo Mini,Food,2022-04-12,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Spindrift - Sparkling Water - Pineapple,Carbonated,2022-04-12,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,RXBAR - Protein Bar - Peanut Butter,Food,2022-04-12,Credit,2.0,1,2.0
EB Public Library,EB Public Library x1380,Belvita Snack Packs - Chocolate,Food,2022-04-12,Credit,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-04-12,Cash,3.5,1,3.5
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,2022-04-12,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,SunChips Multigrain - Harvest Cheddar,Food,2022-04-12,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Bubly - Blackberry,Water,2022-04-12,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,SunChips Multigrain - Salsa,Food,2022-04-12,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,2022-04-12,Credit,3.5,1,3.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Takis - Hot Chilli Pepper & Lime,Food,2022-04-12,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Lenny & Larrys - SnickerDoodle,Food,2022-04-12,Credit,2.25,1,2.25
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Monster Energy Original,Carbonated,2022-04-12,Cash,3.0,1,3.0
Brunswick Sq Mall,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Water,2022-04-12,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Lenny & Larrys - SnickerDoodle,Food,2022-04-12,Credit,2.25,1,2.25
Brunswick Sq Mall,BSQ Mall x1366 - ATT,KitKat - Crisp Wafers,Food,2022-04-12,Cash,2.0,1,2.0
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Takis - Hot Chilli Pepper & Lime,Food,2022-04-12,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Takis - Hot Chilli Pepper & Lime,Food,2022-04-12,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Water,2022-04-12,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Pop Corners - Spicy Queso,Food,2022-04-13,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Pop Corners - Spicy Queso,Food,2022-04-13,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,2022-04-13,Credit,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,SunChips Multigrain - Salsa,Food,2022-04-13,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Monster Energy Original,Carbonated,2022-04-13,Cash,3.0,1,3.0
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,2022-04-13,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,2022-04-13,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,SunChips Multigrain - Harvest Cheddar,Food,2022-04-13,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,CheezIt - Original,Food,2022-04-13,Credit,1.25,1,1.25
EB Public Library,EB Public Library x1380,Keto Krisp - Almond Butter,Carbonated,2022-04-13,Cash,2.0,1,2.0
Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Harvest Cheddar,Food,2022-04-13,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Snapple Tea - Raspberry,Non Carbonated,2022-04-13,Credit,2.5,1,3.5
GuttenPlans,GuttenPlans x1367,Quaker Apple Cinnamon Rice Crisps,Food,2022-04-13,Credit,1.0,1,3.5
EB Public Library,EB Public Library x1380,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,2022-04-13,Credit,2.0,1,2.0
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,2022-04-13,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,RXBAR - Protein Bar - Chocolate Sea Salt,Food,2022-04-13,Cash,2.0,1,2.0
Earle Asphalt,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,2022-04-13,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,2022-04-13,Cash,3.5,1,3.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-04-13,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-04-13,Cash,3.0,1,3.0
Brunswick Sq Mall,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Water,2022-04-13,Credit,2.0,1,2.0
Brunswick Sq Mall,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Water,2022-04-13,Credit,2.0,1,2.0
Brunswick Sq Mall,BSQ Mall x1366 - ATT,KitKat - Crisp Wafers,Food,2022-04-13,Credit,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Lemon,Non Carbonated,2022-04-13,Credit,2.5,1,2.5
Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Harvest Cheddar,Food,2022-04-13,Credit,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,2022-04-13,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-04-13,Credit,3.0,1,3.0
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2022-04-13,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,Bai Antioxidant - Tanzania Lemon Super Tea,Non Carbonated,2022-04-13,Credit,2.75,1,2.75
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-04-13,Credit,3.5,1,3.5
EB Public Library,EB Public Library x1380,Lenny & Larrys - SnickerDoodle,Food,2022-04-13,Credit,2.25,1,2.25
Brunswick Sq Mall,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Water,2022-04-13,Cash,2.0,1,2.0
Brunswick Sq Mall,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Water,2022-04-13,Cash,2.0,1,2.0
Brunswick Sq Mall,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Water,2022-04-13,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-04-13,Credit,3.5,1,3.5
GuttenPlans,GuttenPlans x1367,Good Health Veggie Stix - Zesty Ranch,Food,2022-04-13,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-04-13,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Snapple Tea - Raspberry,Non Carbonated,2022-04-13,Cash,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-04-13,Credit,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Good Health Veggie Stix - Zesty Ranch,Food,2022-04-13,Credit,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Cheetos Flaming Hot Limon Crunchy,Food,2022-04-14,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-04-14,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-04-14,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-04-14,Credit,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-04-14,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-04-14,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-04-14,Credit,3.5,1,3.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-04-14,Cash,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Pop Corners - Kettle Corn,Food,2022-04-14,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Miss Vickie's Potato Chip - Smokehouse BBQ,Food,2022-04-14,Credit,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Harvest Cheddar,Food,2022-04-14,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Miss Vickie's Potato Chip - Lime & Cracked Pe,Food,2022-04-14,Credit,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Cheetos Baked - Flaming Hot,Food,2022-04-14,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,2022-04-14,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2022-04-14,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-04-14,Cash,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-04-14,Cash,3.5,1,3.5
EB Public Library,EB Public Library x1380,Bai Antioxidant - Tanzania Lemon Super Tea,Non Carbonated,2022-04-14,Cash,2.75,1,2.75
EB Public Library,EB Public Library x1380,Bai Antioxidant - Tanzania Lemon Super Tea,Non Carbonated,2022-04-14,Cash,2.75,1,2.75
EB Public Library,EB Public Library x1380,SunChips Multigrain - French Onion,Food,2022-04-14,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,SunChips Multigrain - French Onion,Food,2022-04-14,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,SunChips Multigrain - Salsa,Food,2022-04-14,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Belvita Snack Packs - Chocolate,Food,2022-04-14,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,RXBAR - Protein Bar - Chocolate Sea Salt,Food,2022-04-14,Credit,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Snapple Tea - Raspberry,Non Carbonated,2022-04-14,Credit,2.5,1,2.5
EB Public Library,EB Public Library x1380,Seapoint Farms Dry Roasted Edamame - Wasabi,Food,2022-04-14,Credit,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-04-14,Credit,3.5,1,3.5
EB Public Library,EB Public Library x1380,SunChips Multigrain - Harvest Cheddar,Food,2022-04-14,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-04-14,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Monster Energy Original,Carbonated,2022-04-14,Credit,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-04-14,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-04-14,Credit,3.0,1,3.0
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Cheetos Baked - Crunchy Cheese,Food,2022-04-14,Credit,1.5,1,3.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Oreo Mini,Food,2022-04-14,Credit,2.0,1,3.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,SunChips Multigrain - Harvest Cheddar,Food,2022-04-14,Credit,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Quaker ButterMilk Ranch Rice Crisps,Food,2022-04-14,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-04-14,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Pop Corners - Sea Salt,Food,2022-04-14,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-04-14,Credit,3.5,1,3.5
GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Lemon,Non Carbonated,2022-04-14,Cash,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Cheetos Flaming Hot Limon Crunchy,Food,2022-04-14,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Snapple Tea - Raspberry,Non Carbonated,2022-04-14,Cash,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-04-15,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-04-15,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,KitKat - Crisp Wafers,Food,2022-04-15,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-04-15,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Harvest Cheddar,Food,2022-04-15,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-04-15,Credit,3.5,1,3.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Monster Energy Original,Carbonated,2022-04-15,Credit,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-04-15,Credit,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-04-15,Cash,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-04-15,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,2022-04-15,Credit,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Lemon,Non Carbonated,2022-04-15,Credit,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-04-15,Cash,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-04-15,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-04-15,Cash,3.0,1,3.0
Brunswick Sq Mall,BSQ Mall x1364 - Zales,SunChips Multigrain - Salsa,Food,2022-04-15,Credit,1.5,2,3.0
Brunswick Sq Mall,BSQ Mall x1366 - ATT,SunChips Multigrain - Original,Food,2022-04-15,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-04-15,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-04-15,Credit,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-04-15,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-04-15,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-04-16,Credit,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-04-16,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Poland Springs Water,Water,2022-04-16,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Remedy Kombucha - Ginger Lemon,Carbonated,2022-04-16,Credit,3.0,1,3.0
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Good Health Veggie Stix - Sea Salt,Food,2022-04-16,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Good Health Veggie Stix - Sea Salt,Food,2022-04-16,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Spindrift - Sparkling Water  Lime,Carbonated,2022-04-16,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,SunChips Multigrain - Salsa,Food,2022-04-16,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,SunChips Multigrain - Original,Food,2022-04-16,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,SunChips Multigrain - French Onion,Food,2022-04-16,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Spindrift - Sparkling Water - Pineapple,Carbonated,2022-04-16,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Bai Lemonade - Burundi Blueberry,Non Carbonated,2022-04-16,Cash,2.5,1,2.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Poland Springs Water,Water,2022-04-16,Credit,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,SunChips Multigrain - Salsa,Food,2022-04-16,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,SunChips Multigrain - French Onion,Food,2022-04-16,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Coca Cola - Zero Sugar,Carbonated,2022-04-18,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,SunChips Multigrain - Harvest Cheddar,Food,2022-04-18,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,Lenny & Larrys - SnickerDoodle,Food,2022-04-18,Credit,2.25,1,2.25
EB Public Library,EB Public Library x1380,Lenny & Larrys - SnickerDoodle,Food,2022-04-18,Credit,2.25,1,2.25
EB Public Library,EB Public Library x1380,SunChips Multigrain - Original,Food,2022-04-18,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,CheezIt - Original,Food,2022-04-18,Cash,1.25,1,1.25
Earle Asphalt,Earle Asphalt x1371,Miss Vickie's Potato Chip - Jalapeno,Food,2022-04-18,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,RXBAR - Protein Bar - Chocolate Sea Salt,Food,2022-04-18,Credit,2.0,1,2.0
EB Public Library,EB Public Library x1380,Belvita Snack Packs - Blueberry,Food,2022-04-18,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,CheezIt - Original,Food,2022-04-18,Credit,1.25,1,1.25
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Poland Springs Water,Water,2022-04-18,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-04-18,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Pop Corners - White Cheddar,Food,2022-04-18,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-04-18,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Belvita Snack Packs - Blueberry,Food,2022-04-18,Credit,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Bubly - Mango,Carbonated,2022-04-18,Credit,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Snapple Diet Tea - Raspberry,Non Carbonated,2022-04-18,Credit,2.5,1,2.5
EB Public Library,EB Public Library x1380,RXBAR - Protein Bar - Chocolate Sea Salt,Food,2022-04-18,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,SunChips Multigrain - Salsa,Food,2022-04-18,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-04-18,Cash,1.0,1,1.0
Brunswick Sq Mall,BSQ Mall x1364 - Zales,SunChips Multigrain - Harvest Cheddar,Food,2022-04-18,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-04-18,Cash,3.5,1,3.5
GuttenPlans,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Food,2022-04-18,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,RXBAR - Protein Bar - Chocolate Sea Salt,Food,2022-04-18,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Food,2022-04-18,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,Genius Keto Bar - Chocolate Dream,Food,2022-04-18,Cash,2.0,1,2.0
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Poland Springs Water,Water,2022-04-18,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,CheezIt - Original,Food,2022-04-18,Cash,1.25,1,1.25
