Location,Machine,Product,Category,Trans_Date,Payment_Type,Item_Price,Quantity,Trans_Total
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Starbucks Refresher - Real Coconut Water,Carbonated,2022-04-01,Cash,3.5,1,3.5
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-04-01,Cash,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2022-04-01,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-04-01,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-04-01,Cash,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2022-04-01,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-04-01,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Jacks Links Bar Beef Strip,Food,2022-04-01,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-04-01,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-04-02,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Good Health Veggie Stix - Zesty Ranch,Food,2022-04-02,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-04-02,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-04-02,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-04-02,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Snapple Tea - Raspberry,Non Carbonated,2022-04-02,Cash,2.5,1,2.5
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2022-04-02,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2022-04-02,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,Keto Krisp - Almond/Chocolate,Carbonated,2022-04-02,Credit,2.0,1,2.0
EB Public Library,EB Public Library x1380,SunChips Multigrain - Salsa,Food,2022-04-02,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,Oreo Mini,Food,2022-04-02,Credit,2.0,1,2.0
EB Public Library,EB Public Library x1380,SunChips Multigrain - Salsa,Food,2022-04-02,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,2022-04-02,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Miss Vickie's Potato Chip - Sea Salt & Vinega,Food,2022-04-02,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Oreo Mini,Food,2022-04-02,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Spindrift - Sparkling Water - Pineapple,Carbonated,2022-04-02,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Vitamin Water - Squeezed Lemonade,Water,2022-04-02,Cash,2.75,1,2.75
EB Public Library,EB Public Library x1380,Good Health Veggie Stix - Sea Salt,Food,2022-04-02,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Good Health Veggie Stix - Sea Salt,Food,2022-04-02,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,SunChips Multigrain - Salsa,Food,2022-04-02,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,SunChips Multigrain - Salsa,Food,2022-04-02,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,2022-04-02,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,2022-04-02,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Oreo Mini,Food,2022-04-02,Credit,2.0,1,2.0
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Keto Bar - Creamy Peanut Butter Chocolate,Food,2022-04-02,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,Oreo Mini,Food,2022-04-02,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,SunChips Multigrain - Original,Food,2022-04-02,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,2022-04-02,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Good Health Veggie Stix - Sea Salt,Food,2022-04-02,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Monster Energy Original,Carbonated,2022-04-02,Cash,3.0,1,3.0
Brunswick Sq Mall,BSQ Mall x1366 - ATT,KitKat - Crisp Wafers,Food,2022-04-02,Cash,2.0,1,2.0
Brunswick Sq Mall,BSQ Mall x1366 - ATT,SunChips Multigrain - Harvest Cheddar,Food,2022-04-02,Credit,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Snapple Diet Tea - Raspberry,Non Carbonated,2022-04-03,Cash,2.5,1,2.5
EB Public Library,EB Public Library x1380,Oreo Mini,Food,2022-04-03,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Bai Antioxidant - Zambia Bingcherry,Non Carbonated,2022-04-03,Cash,2.75,1,2.75
EB Public Library,EB Public Library x1380,CheezIt - Original,Food,2022-04-03,Cash,1.25,1,1.25
EB Public Library,EB Public Library x1380,CheezIt - Original,Food,2022-04-03,Cash,1.25,1,1.25
EB Public Library,EB Public Library x1380,Seapoint Farms Dry Roasted Edamame - Wasabi,Food,2022-04-03,Credit,2.5,1,2.5
EB Public Library,EB Public Library x1380,Skippy Peanut Butter - Go Paks,Food,2022-04-03,Cash,4.5,1,4.5
EB Public Library,EB Public Library x1380,SunChips Multigrain - Harvest Cheddar,Food,2022-04-03,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Good Health Veggie Stix - Zesty Ranch,Food,2022-04-03,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Vitamin Water - Squeezed Lemonade,Water,2022-04-03,Credit,2.75,1,2.75
Brunswick Sq Mall,BSQ Mall x1364 - Zales,SunChips Multigrain - Salsa,Food,2022-04-03,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Bubly - Blackberry,Water,2022-04-03,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Miss Vickie's Potato Chip - Jalapeno,Food,2022-04-04,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,2022-04-04,Credit,3.5,1,3.5
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,2022-04-04,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,2022-04-04,Credit,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,CheezIt - Original,Food,2022-04-04,Credit,1.25,1,3.25
Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,2022-04-04,Credit,2.0,1,3.25
EB Public Library,EB Public Library x1380,Iberia Coconut Water,Non Carbonated,2022-04-04,Credit,2.0,1,2.0
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,2022-04-04,Credit,3.5,1,3.5
Earle Asphalt,Earle Asphalt x1371,Miss Vickie's Potato Chip - Smokehouse BBQ,Food,2022-04-04,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Snapple Diet Tea - Lemon,Non Carbonated,2022-04-04,Cash,2.5,1,2.5
Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Harvest Cheddar,Food,2022-04-04,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,2022-04-04,Credit,2.0,1,2.0
EB Public Library,EB Public Library x1380,Spindrift - Sparkling Water - Pineapple,Carbonated,2022-04-04,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Honest Tea - Berry Hibiscus,Non Carbonated,2022-04-04,Cash,2.75,1,2.75
GuttenPlans,GuttenPlans x1367,SunChips Multigrain - French Onion,Food,2022-04-04,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,SunChips Multigrain - French Onion,Food,2022-04-04,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-04-04,Cash,3.25,1,3.25
EB Public Library,EB Public Library x1380,Keto Krisp - Almond/Chocolate,Carbonated,2022-04-04,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Spindrift - Sparkling Water - Pineapple,Carbonated,2022-04-04,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Spindrift - Sparkling Water - Pineapple,Carbonated,2022-04-04,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,RXBAR - Protein Bar - Peanut Butter,Food,2022-04-04,Cash,2.0,1,2.0
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Snapple Diet Tea - Raspberry,Non Carbonated,2022-04-04,Credit,2.5,1,2.5
Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,2022-04-04,Credit,2.0,1,2.0
EB Public Library,EB Public Library x1380,Good Health Veggie Stix - Zesty Ranch,Food,2022-04-04,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Oreo Mini,Food,2022-04-04,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,SunChips Multigrain - Salsa,Food,2022-04-04,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Good Health Veggie Stix - Zesty Ranch,Food,2022-04-04,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,SunChips Multigrain - Harvest Cheddar,Food,2022-04-04,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Good Health Veggie Stix - Sea Salt,Food,2022-04-04,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Genius Keto Bar - Chocolate Dream,Food,2022-04-04,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2022-04-04,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Miss Vickie's Potato Chip - Lime & Cracked Pe,Food,2022-04-04,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Oreo Mini,Food,2022-04-04,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,SunChips Multigrain - Harvest Cheddar,Food,2022-04-04,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Miss Vickie's Potato Chip - Sea Salt & Vinega,Food,2022-04-04,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Good Health Veggie Stix - Zesty Ranch,Food,2022-04-04,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,SunChips Multigrain - Harvest Cheddar,Food,2022-04-04,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-04-04,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2022-04-04,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-04-04,Cash,3.25,1,3.25
GuttenPlans,GuttenPlans x1367,Chesters Fries Flaming hot,Food,2022-04-04,Credit,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Coca Cola - Zero Sugar,Carbonated,2022-04-05,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-04-05,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Doritos Famin Hot Nacho,Food,2022-04-05,Credit,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-04-05,Cash,3.25,1,3.25
EB Public Library,EB Public Library x1380,CheezIt - Original,Food,2022-04-05,Credit,1.25,1,1.25
EB Public Library,EB Public Library x1380,Oreo Mini,Food,2022-04-05,Credit,2.0,1,2.0
Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Harvest Cheddar,Food,2022-04-05,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,CheezIt - Original,Food,2022-04-05,Credit,1.25,1,1.25
EB Public Library,EB Public Library x1380,Spindrift - Sparkling Water - Pineapple,Carbonated,2022-04-05,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,Keto Krisp - Almond/Chocolate,Carbonated,2022-04-05,Credit,2.0,1,2.0
EB Public Library,EB Public Library x1380,Iberia Coconut Water,Non Carbonated,2022-04-05,Credit,2.0,1,4.0
EB Public Library,EB Public Library x1380,Autumns Granola Bar - Cinnamon Almond,Food,2022-04-05,Credit,2.0,1,4.0
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2022-04-05,Cash,2.0,1,2.0
Earle Asphalt,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,2022-04-05,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Iberia Coconut Water,Non Carbonated,2022-04-05,Credit,2.0,1,2.0
EB Public Library,EB Public Library x1380,CheezIt - Original,Food,2022-04-05,Credit,1.25,1,1.25
EB Public Library,EB Public Library x1380,Honest Tea - Berry Hibiscus,Non Carbonated,2022-04-05,Credit,2.75,1,4.25
EB Public Library,EB Public Library x1380,SunChips Multigrain - Salsa,Food,2022-04-05,Credit,1.5,1,4.25
EB Public Library,EB Public Library x1380,SunChips Multigrain - Harvest Cheddar,Food,2022-04-05,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,CheezIt - Original,Food,2022-04-05,Cash,1.25,1,1.25
EB Public Library,EB Public Library x1380,RXBAR - Protein Bar - Peanut Butter,Food,2022-04-05,Credit,2.0,1,2.0
EB Public Library,EB Public Library x1380,Good Health Veggie Stix - Sea Salt,Food,2022-04-05,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,SunChips Multigrain - French Onion,Food,2022-04-05,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Doritos Famin Hot Nacho,Food,2022-04-05,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Doritos Famin Hot Nacho,Food,2022-04-05,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-04-05,Credit,3.25,1,3.25
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-04-05,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-04-05,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-04-05,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-04-05,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-04-05,Cash,3.25,1,3.25
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-04-05,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-04-05,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-04-05,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-04-05,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-04-05,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2022-04-05,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2022-04-05,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Stretch Island Fruit Leathers Snacks - Variet,Food,2022-04-05,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-04-06,Credit,3.25,1,3.25
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2022-04-06,Credit,1.5,2,3.0
Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Harvest Cheddar,Food,2022-04-06,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Snapple Diet Tea - Peach Tea,Non Carbonated,2022-04-06,Credit,2.5,1,2.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Wonderful Pistachios - Variety,Food,2022-04-06,Credit,2.0,1,2.0
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,2022-04-06,Cash,3.5,1,3.5
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,2022-04-06,Cash,3.5,1,3.5
Earle Asphalt,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,2022-04-06,Credit,2.0,1,2.0
Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,2022-04-06,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Miss Vickie's Potato Chip - Lime & Cracked Pe,Food,2022-04-06,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Lenny & Larrys - SnickerDoodle,Food,2022-04-06,Cash,2.25,1,2.25
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,2022-04-06,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Bai Antioxidant - Zambia Bingcherry,Non Carbonated,2022-04-06,Credit,2.75,1,2.75
EB Public Library,EB Public Library x1380,Hungry Buddha - Coconut Cocoa,Food,2022-04-06,Credit,2.0,1,2.0
Earle Asphalt,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,2022-04-06,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,2022-04-06,Credit,3.5,1,3.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-04-06,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-04-06,Cash,3.25,1,3.25
EB Public Library,EB Public Library x1380,Genius Keto Bar - Chocolate Dream,Food,2022-04-06,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Iberia Coconut Water,Non Carbonated,2022-04-06,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Oreo Mini,Food,2022-04-06,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,SunChips Multigrain - Original,Food,2022-04-06,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Seapoint Farms Dry Roasted Edamame - Wasabi,Food,2022-04-06,Credit,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2022-04-06,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Peach Tea,Non Carbonated,2022-04-06,Cash,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-04-06,Cash,3.25,1,3.25
EB Public Library,EB Public Library x1380,Spindrift - Sparkling Water - Pineapple,Carbonated,2022-04-07,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Harvest Cheddar,Food,2022-04-07,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Lenny & Larrys - SnickerDoodle,Food,2022-04-07,Cash,2.25,1,2.25
EB Public Library,EB Public Library x1380,RXBAR - Protein Bar - Chocolate Sea Salt,Food,2022-04-07,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2022-04-07,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,2022-04-07,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Iberia Coconut Water,Non Carbonated,2022-04-07,Credit,2.0,1,4.0
EB Public Library,EB Public Library x1380,Oreo Mini,Food,2022-04-07,Credit,2.0,1,4.0
EB Public Library,EB Public Library x1380,Keto Krisp - Almond/Chocolate,Carbonated,2022-04-07,Credit,2.0,1,3.5
EB Public Library,EB Public Library x1380,Spindrift - Sparkling Water - Pineapple,Carbonated,2022-04-07,Credit,1.5,1,3.5
Earle Asphalt,Earle Asphalt x1371,Kinder - Bueno - Crispy Creamy Chocolate,Food,2022-04-07,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Iberia Coconut Water,Non Carbonated,2022-04-07,Credit,2.0,1,4.0
EB Public Library,EB Public Library x1380,Autumns Granola Bar - Cinnamon Almond,Food,2022-04-07,Credit,2.0,1,4.0
Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,2022-04-07,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Belvita Snack Bites - Cinnamon BS Go Paks,Food,2022-04-07,Credit,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Doritos Famin Hot Nacho,Food,2022-04-07,Credit,1.5,1,3.5
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2022-04-07,Credit,2.0,1,3.5
EB Public Library,EB Public Library x1380,RXBAR - Protein Bar - Chocolate Sea Salt,Food,2022-04-07,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Spindrift - Sparkling Water - Pineapple,Carbonated,2022-04-07,Credit,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2022-04-07,Credit,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Lemon,Non Carbonated,2022-04-07,Cash,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Doritos Famin Hot Nacho,Food,2022-04-07,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2022-04-07,Cash,2.0,1,2.0
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Oreo Mini,Food,2022-04-07,Credit,2.0,1,2.0
EB Public Library,EB Public Library x1380,Honest Tea - Berry Hibiscus,Non Carbonated,2022-04-07,Credit,2.75,1,2.75
GuttenPlans,GuttenPlans x1367,Doritos Famin Hot Nacho,Food,2022-04-07,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,2022-04-07,Credit,1.5,1,3.0
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2022-04-07,Credit,1.5,1,3.0
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-04-07,Cash,3.25,1,3.25
GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Peach Tea,Non Carbonated,2022-04-07,Credit,2.5,1,2.5
Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,2022-04-08,Credit,2.0,1,3.25
Earle Asphalt,Earle Asphalt x1371,CheezIt - Original,Food,2022-04-08,Credit,1.25,1,3.25
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-04-08,Cash,3.25,1,3.25
GuttenPlans,GuttenPlans x1367,Stretch Island Fruit Leathers Snacks - Variet,Food,2022-04-08,Cash,1.0,1,1.0
Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,2022-04-08,Credit,2.0,1,2.0
EB Public Library,EB Public Library x1380,Iberia Coconut Water,Non Carbonated,2022-04-08,Credit,2.0,1,2.0
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2022-04-08,Credit,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Peach Tea,Non Carbonated,2022-04-08,Cash,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Peach Tea,Non Carbonated,2022-04-08,Credit,2.5,1,2.5
EB Public Library,EB Public Library x1380,Good Health Veggie Stix - Sea Salt,Food,2022-04-08,Credit,1.5,2,3.0
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Snapple Diet Tea - Raspberry,Non Carbonated,2022-04-08,Credit,2.5,1,4.0
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Takis - Hot Chilli Pepper & Lime,Food,2022-04-08,Credit,1.5,1,4.0
GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Peach Tea,Non Carbonated,2022-04-08,Credit,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-04-08,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-04-08,Cash,3.5,1,3.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-04-08,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-04-08,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Peach Tea,Non Carbonated,2022-04-08,Credit,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-04-08,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-04-09,Cash,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Pop Corners - Kettle Corn,Food,2022-04-09,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-04-09,Cash,1.0,1,1.0
EB Public Library,EB Public Library x1380,Good Health Veggie Stix - Sea Salt,Food,2022-04-09,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,SunChips Multigrain - Salsa,Food,2022-04-09,Credit,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-04-09,Cash,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-04-09,Cash,3.0,1,3.0
EB Public Library,EB Public Library x1380,Oreo Mini,Food,2022-04-09,Credit,2.0,1,3.5
EB Public Library,EB Public Library x1380,Miss Vickie's Potato Chip - Lime & Cracked Pe,Food,2022-04-09,Credit,1.5,1,3.5
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2022-04-09,Credit,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Poland Springs Water,Water,2022-04-09,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Oreo Mini,Food,2022-04-09,Credit,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2022-04-09,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,2022-04-09,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,SunChips Multigrain - Original,Food,2022-04-09,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,SunChips Multigrain - Original,Food,2022-04-09,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Newtons Fig Bar,Food,2022-04-09,Cash,2.0,1,2.0
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Snapple Diet Tea - Peach Tea,Non Carbonated,2022-04-09,Cash,2.5,1,2.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,KitKat - Crisp Wafers,Food,2022-04-09,Cash,2.0,1,2.0
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Cheetos Baked - Crunchy Cheese,Food,2022-04-09,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Starbucks Refresher - Real Coconut Water,Carbonated,2022-04-09,Cash,3.5,1,3.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Poland Springs Water,Water,2022-04-09,Credit,1.5,1,1.5
